id,key,self,resolutiondate,created,resolutiontime,timespent,titlelength,commentlength,percent_tone,percent_relevance
'13133413', 'CAMEL-12191', 'https://issues.apache.org/jira/rest/api/2/issue/13133413',2018-03-17T12:35:54.000+0000, '2018-01-24T15:47:54.000+0000',51.86666666666667,1200,100.616702151311,36,0.0,0.427364434339489
'13190356', 'CURATOR-481', 'https://issues.apache.org/jira/rest/api/2/issue/13190356',2018-10-19T04:07:13.000+0000, '2018-10-09T12:07:13.000+0000',9.666666666666666,1800,71.3775097438271,389,0.0,2.66190289745198
'12841444', 'CAY-2019', 'https://issues.apache.org/jira/rest/api/2/issue/12841444',2015-10-06T06:13:27.000+0000, '2015-06-29T20:37:27.000+0000',98.4,3600,72.7736187400994,269,0.0,0.851957083808408
'13184927', 'FLINK-10342', 'https://issues.apache.org/jira/rest/api/2/issue/13184927',2018-09-24T18:02:46.000+0000, '2018-09-13T14:50:46.000+0000',11.133333333333333,600,60.2379259782753,247,0.0,1.3778694842504
'13213434', 'HDDS-1043', 'https://issues.apache.org/jira/rest/api/2/issue/13213434',2019-02-04T13:33:20.000+0000, '2019-02-02T00:45:20.000+0000',2.533333333333333,106200,39.7543119451134,185,0.0,2.13813284247894
'13154689', 'ARTEMIS-1825', 'https://issues.apache.org/jira/rest/api/2/issue/13154689',2018-05-26T18:31:39.000+0000, '2018-04-24T04:07:39.000+0000',32.6,2400,71.4172831995312,113,0.0,0.728115067815144
'13218145', 'CRUNCH-679', 'https://issues.apache.org/jira/rest/api/2/issue/13218145',2019-03-07T23:03:21.000+0000, '2019-02-26T18:15:21.000+0000',9.2,5400,32.1464604995749,1523,0.0,4.82168169033881
'13150049', 'ATLAS-2530', 'https://issues.apache.org/jira/rest/api/2/issue/13150049',2018-04-04T17:05:16.000+0000, '2018-04-04T15:29:16.000+0000',0.06666666666666667,1200,75.4539661758782,1398,0.0,1.08675533117588
'13170927', 'HDFS-13729', 'https://issues.apache.org/jira/rest/api/2/issue/13170927',2018-07-09T21:16:11.000+0000, '2018-07-09T18:04:11.000+0000',0.13333333333333333,6000,32.7226916714319,404,0.0,1.28351299525484
'13213919', 'GEOMETRY-43', 'https://issues.apache.org/jira/rest/api/2/issue/13213919',2019-02-09T19:12:36.000+0000, '2019-02-05T14:24:36.000+0000',4.2,3600,57.3987586507761,189,0.0,1.04531877361757
'13327588', 'ARROW-10010', 'https://issues.apache.org/jira/rest/api/2/issue/13327588',2020-09-15T05:42:17.000+0000, '2020-09-15T05:42:17.000+0000',0.0,3000,22.6182578625584,84,0.0,1.68005866017224
'13216765', 'CRUNCH-678', 'https://issues.apache.org/jira/rest/api/2/issue/13216765',2019-02-19T22:57:40.000+0000, '2019-02-19T22:57:40.000+0000',0.0,3000,42.7233759626103,462,0.0,2.17679427022316
'13305235', 'BEAM-10009', 'https://issues.apache.org/jira/rest/api/2/issue/13305235',2020-06-09T00:19:48.000+0000, '2020-05-15T16:19:48.000+0000',24.333333333333332,27000,48.5535934563632,285,0.0,2.16255878350934
'13183875', 'COLLECTIONS-694', 'https://issues.apache.org/jira/rest/api/2/issue/13183875',2018-09-29T07:11:24.000+0000, '2018-09-09T08:47:24.000+0000',19.933333333333334,9000,40.5518681837762,433,0.0,1.33162792291784
'13204664', 'DOXIA-583', 'https://issues.apache.org/jira/rest/api/2/issue/13204664',2018-12-26T16:40:54.000+0000, '2018-12-15T16:40:54.000+0000',11.0,1200,51.3968781017679,1959,0.0,2.12075137684774
'12798424', 'ARCHETYPE-406', 'https://issues.apache.org/jira/rest/api/2/issue/12798424',2012-11-28T12:15:25.000+0000, '2012-04-18T01:03:25.000+0000',224.46666666666667,600,87.1428493040193,550,0.0,0.757377117309336
'13202537', 'COLLECTIONS-708', 'https://issues.apache.org/jira/rest/api/2/issue/13202537',2019-01-16T02:12:45.000+0000, '2018-12-05T13:24:45.000+0000',41.53333333333333,2400,62.3829567916389,360,0.0,1.41064169648006
'13116325', 'COLLECTIONS-664', 'https://issues.apache.org/jira/rest/api/2/issue/13116325',2017-12-16T18:04:57.000+0000, '2017-11-06T08:28:57.000+0000',40.4,600,69.938654689963,426,0.0,1.62999989784419
'13179374', 'AVRO-2211', 'https://issues.apache.org/jira/rest/api/2/issue/13179374',2018-11-14T02:06:00.000+0000, '2018-08-16T14:54:00.000+0000',89.46666666666667,21000,85.5226482659144,360,0.0,0.947117537194917
'13210910', 'DOXIA-584', 'https://issues.apache.org/jira/rest/api/2/issue/13210910',2019-01-22T13:56:12.000+0000, '2019-01-22T09:08:12.000+0000',0.2,2400,63.8180493808311,1244,0.0,2.61681454729893
'13237521', 'AMQNET-586', 'https://issues.apache.org/jira/rest/api/2/issue/13237521',2019-06-12T15:30:53.000+0000, '2019-06-04T15:30:53.000+0000',8.0,2400,25.1038884477,677,0.0,4.14278450195744
'13263565', 'BEANUTILS-528', 'https://issues.apache.org/jira/rest/api/2/issue/13263565',2019-10-21T14:31:44.000+0000, '2019-10-21T14:31:44.000+0000',0.0,1200,15.9165518292078,123,0.0,4.02097141935959
'13344407', 'CRYPTO-154', 'https://issues.apache.org/jira/rest/api/2/issue/13344407',2020-12-06T07:32:26.000+0000, '2020-12-06T07:32:26.000+0000',0.0,1200,35.1839566750908,1688,0.0,0.824239305084499
'13122885', 'ARTEMIS-1536', 'https://issues.apache.org/jira/rest/api/2/issue/13122885',2018-01-01T18:42:13.000+0000, '2017-12-05T13:54:13.000+0000',27.2,1200,124.011697608248,2535,0.0,0.999905673347973
'13219367', 'ANY23-429', 'https://issues.apache.org/jira/rest/api/2/issue/13219367',2019-03-04T20:54:12.000+0000, '2019-03-04T19:18:12.000+0000',0.06666666666666667,1200,36.0502282840307,24355,0.0,1.74756174922497
'13299520', 'BATCHEE-140', 'https://issues.apache.org/jira/rest/api/2/issue/13299520',2020-04-19T19:51:20.000+0000, '2020-04-19T19:51:20.000+0000',0.0,600,68.692486841844,866,0.0,1.89249226482816
'13288104', 'FELIX-6227', 'https://issues.apache.org/jira/rest/api/2/issue/13288104',2020-02-28T04:29:21.000+0000, '2020-02-27T17:17:21.000+0000',0.4666666666666667,1200,42.1200306935974,310,0.0,2.30294229141539
'13186807', 'CODEC-250', 'https://issues.apache.org/jira/rest/api/2/issue/13186807',2018-10-02T18:12:10.000+0000, '2018-09-22T13:24:10.000+0000',10.2,600,94.9282597487474,769,0.0,1.29571531518172
'13141435', 'CB-13927', 'https://issues.apache.org/jira/rest/api/2/issue/13141435',2018-03-21T05:09:13.000+0000, '2018-02-28T06:45:13.000+0000',20.933333333333334,600,76.588525641923,665,0.0,1.50153040597313
'13179142', 'BROOKLYN-597', 'https://issues.apache.org/jira/rest/api/2/issue/13179142',2018-09-17T11:47:34.000+0000, '2018-08-15T18:11:34.000+0000',32.733333333333334,9600,41.3913268887068,980,0.0,2.92331773575043
'13212511', 'ATLAS-3041', 'https://issues.apache.org/jira/rest/api/2/issue/13212511',2019-02-01T08:20:42.000+0000, '2019-01-29T11:32:42.000+0000',2.8666666666666667,3600,62.489118753821,632,0.0,2.00034826050986
'12994158', 'CALCITE-1338', 'https://issues.apache.org/jira/rest/api/2/issue/12994158',2016-10-06T20:33:17.000+0000, '2016-08-02T02:57:17.000+0000',65.73333333333333,3000,181.891961801174,1207,0.0,0.758692130391381
'13209976', 'COMPRESS-477', 'https://issues.apache.org/jira/rest/api/2/issue/13209976',2019-02-08T20:29:09.000+0000, '2019-01-16T17:17:09.000+0000',23.133333333333333,52200,33.0626135076436,1208,0.0,4.41586385680753
'12955284', 'CAY-2072', 'https://issues.apache.org/jira/rest/api/2/issue/12955284',2016-04-25T05:53:38.000+0000, '2016-04-01T12:17:38.000+0000',23.733333333333334,600,126.292248496257,3159,0.0,0.522597394423271
'12998030', 'BCEL-278', 'https://issues.apache.org/jira/rest/api/2/issue/12998030',2016-10-22T08:55:28.000+0000, '2016-08-17T21:43:28.000+0000',65.46666666666667,600,114.181622203275,1037,0.0,0.569268493000406
'12998030', 'BCEL-278', 'https://issues.apache.org/jira/rest/api/2/issue/12998030',2016-10-22T08:55:28.000+0000, '2016-08-17T21:43:28.000+0000',65.46666666666667,600,114.181622203275,1037,0.0,1.46258212817027
'13004004', 'ACCUMULO-4454', 'https://issues.apache.org/jira/rest/api/2/issue/13004004',2016-09-11T05:57:06.000+0000, '2016-09-09T23:33:06.000+0000',1.2666666666666666,1800,44.2334567310012,272,0.0,2.66766399735834
'13033603', 'CSV-206', 'https://issues.apache.org/jira/rest/api/2/issue/13033603',2017-04-30T07:44:24.000+0000, '2017-01-11T06:08:24.000+0000',109.06666666666666,12600,55.685552440727,432,0.0,1.52642824349235
'13024399', 'AVRO-1965', 'https://issues.apache.org/jira/rest/api/2/issue/13024399',2017-04-07T09:47:03.000+0000, '2016-11-30T11:23:03.000+0000',127.93333333333334,1200,69.9912237710708,1437,0.0,1.48590058005224
'13416815', 'FLUME-3395', 'https://issues.apache.org/jira/rest/api/2/issue/13416815',2021-12-11T19:14:43.000+0000, '2021-12-11T19:14:43.000+0000',0.0,1800,20.1051181000519,158,0.0,3.13353046157124
'13112202', 'CAMEL-11947', 'https://issues.apache.org/jira/rest/api/2/issue/13112202',2017-12-19T18:53:44.000+0000, '2017-10-26T07:41:44.000+0000',54.46666666666667,3600,51.3088750070967,1538,0.0,3.31326695384545
'13212170', 'GRIFFIN-229', 'https://issues.apache.org/jira/rest/api/2/issue/13212170',2019-01-31T08:49:48.000+0000, '2019-01-28T08:49:48.000+0000',3.0,9000,29.5592183579395,334,0.0,2.87558348027729
'13376222', 'FILEUPLOAD-327', 'https://issues.apache.org/jira/rest/api/2/issue/13376222',2021-05-03T07:51:21.000+0000, '2021-05-01T17:27:21.000+0000',1.6,4800,25.6246412869532,381,0.0,2.65369568449812
'13432050', 'FTPSERVER-506', 'https://issues.apache.org/jira/rest/api/2/issue/13432050',2022-03-07T08:06:46.000+0000, '2022-03-04T16:06:46.000+0000',2.6666666666666665,4800,52.8071516779453,2826,0.0176928520877565,1.40132534417504
'12650408', 'ACCUMULO-1480', 'https://issues.apache.org/jira/rest/api/2/issue/12650408',2013-08-23T19:18:53.000+0000, '2013-05-31T22:30:53.000+0000',83.86666666666666,4200,65.4911642239225,146,0.0,1.08411570997947
'13263432', 'BEANUTILS-527', 'https://issues.apache.org/jira/rest/api/2/issue/13263432',2019-10-20T21:27:08.000+0000, '2019-10-20T21:27:08.000+0000',0.0,600,43.5610892167792,863,0.0,11.8224775656351
'13212686', 'HDDS-1029', 'https://issues.apache.org/jira/rest/api/2/issue/13212686',2019-01-30T10:32:16.000+0000, '2019-01-30T00:56:16.000+0000',0.4,1200,42.0862760302035,349,0.0,1.8058143216439
'13108264', 'AMQ-6833', 'https://issues.apache.org/jira/rest/api/2/issue/13108264',2017-12-07T10:57:57.000+0000, '2017-10-10T10:57:57.000+0000',58.0,1200,72.594696699934,127,0.0,0.84028176675412
'13108354', 'BCEL-297', 'https://issues.apache.org/jira/rest/api/2/issue/13108354',2017-11-12T06:47:25.000+0000, '2017-10-10T17:59:25.000+0000',32.53333333333333,600,72.630972177431,398,0.0,1.21160432473661
'13305095', 'BEAM-10003', 'https://issues.apache.org/jira/rest/api/2/issue/13305095',2020-05-16T09:42:00.000+0000, '2020-05-15T03:18:00.000+0000',1.2666666666666666,10800,36.5776661429433,511,0.0,3.69077675629791
'13271572', 'CONFIGURATION-773', 'https://issues.apache.org/jira/rest/api/2/issue/13271572',2019-12-01T19:54:55.000+0000, '2019-12-01T19:54:55.000+0000',0.0,1200,33.5085301667532,454,0.0,2.68588325277535
'13376721', 'FILEUPLOAD-329', 'https://issues.apache.org/jira/rest/api/2/issue/13376721',2021-05-06T15:24:20.000+0000, '2021-05-05T05:48:20.000+0000',1.4,600,47.7143813371145,1318,0.0,3.1437062746389
'13075851', 'ARTEMIS-1194', 'https://issues.apache.org/jira/rest/api/2/issue/13075851',2017-08-06T02:03:54.000+0000, '2017-05-30T14:51:54.000+0000',67.46666666666667,5400,29.6568042682029,48,0.0,1.18016761629054
'13137738', 'DOXIA-570', 'https://issues.apache.org/jira/rest/api/2/issue/13137738',2018-03-15T07:50:15.000+0000, '2018-02-11T20:38:15.000+0000',31.466666666666665,600,67.0239967677582,895,0.0,2.29768452236023
'12936049', 'HADOOP-12760', 'https://issues.apache.org/jira/rest/api/2/issue/12936049',2016-04-06T07:28:25.000+0000, '2016-02-02T18:40:25.000+0000',63.53333333333333,7200,83.0001115777853,866,0.0,0.93975777281818
'12948423', 'CASSANDRA-11323', 'https://issues.apache.org/jira/rest/api/2/issue/12948423',2016-07-23T21:55:57.000+0000, '2016-03-09T15:31:57.000+0000',136.26666666666668,600,97.1363373443536,596,0.151006711409396,0.350023492027172
'13271572', 'CONFIGURATION-773', 'https://issues.apache.org/jira/rest/api/2/issue/13271572',2019-12-01T19:54:55.000+0000, '2019-12-01T19:54:55.000+0000',0.0,1200,33.5085301667532,454,0.0,3.014157872559
'13047583', 'ARTEMIS-1011', 'https://issues.apache.org/jira/rest/api/2/issue/13047583',2017-05-01T17:54:47.000+0000, '2017-03-02T06:42:47.000+0000',60.46666666666667,4200,165.359067252278,1465,0.0,1.10668258500036
'13231851', 'COMPRESS-485', 'https://issues.apache.org/jira/rest/api/2/issue/13231851',2019-05-13T14:50:56.000+0000, '2019-05-06T18:02:56.000+0000',6.866666666666666,16800,106.178404294973,452,0.0,1.45038909769424
'13066862', 'BAHIR-112', 'https://issues.apache.org/jira/rest/api/2/issue/13066862',2017-04-25T23:34:45.000+0000, '2017-04-25T21:58:45.000+0000',0.06666666666666667,14400,53.6561537250689,375,0.0,1.24869181535643
'12952489', 'CASSANDRA-11402', 'https://issues.apache.org/jira/rest/api/2/issue/12952489',2016-07-08T23:51:16.000+0000, '2016-03-22T15:51:16.000+0000',108.33333333333333,1200,135.640341098201,258,0.0,0.788850862019981
'13089197', 'HDFS-12188', 'https://issues.apache.org/jira/rest/api/2/issue/13089197',2017-10-29T14:14:22.000+0000, '2017-07-22T01:26:22.000+0000',99.53333333333333,2400,101.321749328357,566,0.0,1.03630267633579
'12861275', 'CXF-6576', 'https://issues.apache.org/jira/rest/api/2/issue/12861275',2015-10-12T15:19:07.000+0000, '2015-09-02T10:31:07.000+0000',40.2,600,83.0459024317782,588,0.115646258503401,0.830865798064909
'13239307', 'FLUME-3338', 'https://issues.apache.org/jira/rest/api/2/issue/13239307',2019-06-22T08:40:19.000+0000, '2019-06-13T15:04:19.000+0000',8.733333333333333,3600,34.7550688520933,511,0.0,2.41691364092754
'13260210', 'EAGLE-1101', 'https://issues.apache.org/jira/rest/api/2/issue/13260210',2019-10-02T22:53:36.000+0000, '2019-10-02T22:53:36.000+0000',0.0,600,40.2102362001038,52,0.0,1.09424873261218
'13186044', 'FLINK-10368', 'https://issues.apache.org/jira/rest/api/2/issue/13186044',2018-10-10T21:33:16.000+0000, '2018-09-19T11:57:16.000+0000',21.4,1200,48.0072412067122,11950,0.0,1.41645298273237
'12948423', 'CASSANDRA-11323', 'https://issues.apache.org/jira/rest/api/2/issue/12948423',2016-07-23T21:55:57.000+0000, '2016-03-09T15:31:57.000+0000',136.26666666666668,600,97.1363373443536,596,0.0,0.772110644177585
'13280247', 'FREEMARKER-127', 'https://issues.apache.org/jira/rest/api/2/issue/13280247',2020-01-18T08:27:55.000+0000, '2020-01-17T22:51:55.000+0000',0.4,1200,90.0646307046354,930,0.0,1.29906711529966
'13219343', 'ANY23-428', 'https://issues.apache.org/jira/rest/api/2/issue/13219343',2019-03-30T18:55:49.000+0000, '2019-03-04T17:19:49.000+0000',26.066666666666666,1200,69.5226524189253,780,0.0,0.906179465368762
'13069545', 'AMBARI-20946', 'https://issues.apache.org/jira/rest/api/2/issue/13069545',2017-05-05T23:31:33.000+0000, '2017-05-05T18:43:33.000+0000',0.2,14400,110.841875240391,487,0.0,0.694683302975563
'13100094', 'CAMEL-11750', 'https://issues.apache.org/jira/rest/api/2/issue/13100094',2017-09-06T16:38:58.000+0000, '2017-09-06T10:14:58.000+0000',0.26666666666666666,2400,52.1036096439357,4697,0.0,3.81931312168045
'13040598', 'CAMEL-10792', 'https://issues.apache.org/jira/rest/api/2/issue/13040598',2017-03-28T09:26:07.000+0000, '2017-02-06T11:02:07.000+0000',49.93333333333333,600,87.7478628725443,176,0.0,0.752155070669544
'13024220', 'CALCITE-1513', 'https://issues.apache.org/jira/rest/api/2/issue/13024220',2017-01-23T16:16:45.000+0000, '2016-11-29T21:04:45.000+0000',54.8,1200,65.2220923814922,3094,0.0,1.3952327605151
'13176771', 'FLINK-10052', 'https://issues.apache.org/jira/rest/api/2/issue/13176771',2018-10-16T12:43:24.000+0000, '2018-08-03T17:31:24.000+0000',73.8,3000,76.5895539760918,874,0.0,1.1750949748068
'13206914', 'CAY-2506', 'https://issues.apache.org/jira/rest/api/2/issue/13206914',2019-01-06T10:03:30.000+0000, '2018-12-29T08:27:30.000+0000',8.066666666666666,1200,59.5606755175493,90,0.0,0.738742460821077
'13118916', 'FINERACT-557', 'https://issues.apache.org/jira/rest/api/2/issue/13118916',2018-01-11T09:07:15.000+0000, '2017-11-16T13:55:15.000+0000',55.8,1200,58.4013992925397,208,0.235576923076923,0.66779221855018
'12997482', 'GORA-485', 'https://issues.apache.org/jira/rest/api/2/issue/12997482',2016-10-29T11:14:02.000+0000, '2016-08-16T06:26:02.000+0000',74.2,51600,45.3959662551219,215,0.0,1.05736266808913
'13226290', 'AIRAVATA-3008', 'https://issues.apache.org/jira/rest/api/2/issue/13226290',2019-04-07T05:07:49.000+0000, '2019-04-05T01:55:49.000+0000',2.1333333333333333,1200,24.076248309637,494,0.0,3.57198509061633
'13239924', 'BCEL-320', 'https://issues.apache.org/jira/rest/api/2/issue/13239924',2019-06-18T17:16:22.000+0000, '2019-06-17T12:28:22.000+0000',1.2,1200,73.9453490731823,1143,0.0,2.38013617091477
'12928146', 'AMQNET-517', 'https://issues.apache.org/jira/rest/api/2/issue/12928146',2016-01-07T09:26:25.000+0000, '2016-01-06T22:14:25.000+0000',0.4666666666666667,1200,80.870458931707,125,0.0,0.741927284605475
'13204945', 'ATLAS-3001', 'https://issues.apache.org/jira/rest/api/2/issue/13204945',2018-12-24T17:11:18.000+0000, '2018-12-17T17:11:18.000+0000',7.0,3000,62.3566149875001,306,0.0,1.74801021546551
'13231375', 'AMATERASU-76', 'https://issues.apache.org/jira/rest/api/2/issue/13231375',2019-05-03T07:15:44.000+0000, '2019-05-02T23:15:44.000+0000',0.3333333333333333,1200,47.9399782050116,324,0.0,1.08468968795993
'13204945', 'ATLAS-3001', 'https://issues.apache.org/jira/rest/api/2/issue/13204945',2018-12-24T17:11:18.000+0000, '2018-12-17T17:11:18.000+0000',7.0,3000,62.3566149875001,306,0.0,1.50745835095191
'13114720', 'DAFFODIL-1301', 'https://issues.apache.org/jira/rest/api/2/issue/13114720',2015-05-09T21:08:00.000+0000, '2015-04-08T16:20:00.000+0000',31.2,360,96.5908939794959,1924,0.0,0.817882480896905
'13003979', 'ACCUMULO-4453', 'https://issues.apache.org/jira/rest/api/2/issue/13003979',2016-09-11T16:40:56.000+0000, '2016-09-09T21:28:56.000+0000',1.8,4200,36.8201709941708,5700,0.0068421052631579,0.814770795191295
'13114704', 'DAFFODIL-1285', 'https://issues.apache.org/jira/rest/api/2/issue/13114704',2015-04-23T10:56:13.000+0000, '2015-03-27T14:08:13.000+0000',26.866666666666667,2100,59.4163510835631,301,0.0,2.69286142757195
'13112202', 'CAMEL-11947', 'https://issues.apache.org/jira/rest/api/2/issue/13112202',2017-12-19T18:53:44.000+0000, '2017-10-26T07:41:44.000+0000',54.46666666666667,3600,51.3088750070967,1538,0.0,1.79306211619871
'12940007', 'CASSANDRA-11181', 'https://issues.apache.org/jira/rest/api/2/issue/12940007',2016-07-04T13:40:30.000+0000, '2016-02-18T00:52:30.000+0000',137.53333333333333,4200,61.424822210566,110,0.0,0.76516297985988
'13344759', 'CRYPTO-155', 'https://issues.apache.org/jira/rest/api/2/issue/13344759',2020-12-08T14:10:18.000+0000, '2020-12-08T09:22:18.000+0000',0.2,1800,15.9545123452078,156,0.0,6.51853204596619
'13208500', 'CAY-2509', 'https://issues.apache.org/jira/rest/api/2/issue/13208500',2019-01-09T23:54:46.000+0000, '2019-01-09T09:30:46.000+0000',0.6,600,58.2191820578761,416,0.0,1.40847049205334
'12661995', 'ACCUMULO-1641', 'https://issues.apache.org/jira/rest/api/2/issue/12661995',2013-12-22T12:20:55.000+0000, '2013-08-05T23:32:55.000+0000',138.53333333333333,9000,55.711130939577,232,0.0,1.18468246626661
'13120255', 'CLEREZZA-1023', 'https://issues.apache.org/jira/rest/api/2/issue/13120255',2018-03-05T05:52:01.000+0000, '2017-11-22T15:28:01.000+0000',102.6,1200,28.5475107690705,124,0.0,1.64637822121155
'13218190', 'CRUNCH-680', 'https://issues.apache.org/jira/rest/api/2/issue/13218190',2019-02-27T07:01:13.000+0000, '2019-02-26T23:01:13.000+0000',0.3333333333333333,1200,41.2115602113257,519,0.0,4.80447716574403
'13195483', 'ANY23-415', 'https://issues.apache.org/jira/rest/api/2/issue/13195483',2018-11-07T14:16:00.000+0000, '2018-10-31T20:40:00.000+0000',6.733333333333333,1200,41.1146512107263,621,0.107890499194847,2.84570090112977
'13187827', 'ARIES-1835', 'https://issues.apache.org/jira/rest/api/2/issue/13187827',2018-09-27T08:19:03.000+0000, '2018-09-27T08:19:03.000+0000',0.0,1200,52.7759350126363,209,0.0,1.25056998012821
'13257187', 'CELIX-468', 'https://issues.apache.org/jira/rest/api/2/issue/13257187',2019-09-17T22:51:22.000+0000, '2019-09-17T18:03:22.000+0000',0.2,3000,41.9855588031783,495,0.0,2.16741190528376
'13226670', 'COMPRESS-481', 'https://issues.apache.org/jira/rest/api/2/issue/13226670',2019-04-08T23:47:42.000+0000, '2019-04-08T10:59:42.000+0000',0.5333333333333333,8400,48.0554190929491,321,0.0,2.1225493799713
'13289638', 'DBCP-562', 'https://issues.apache.org/jira/rest/api/2/issue/13289638',2020-04-04T00:30:29.000+0000, '2020-03-04T21:18:29.000+0000',30.133333333333333,7200,53.9747650358067,231,0.0,1.66744588772724
'13213291', 'ARIES-1886', 'https://issues.apache.org/jira/rest/api/2/issue/13213291',2019-02-02T22:41:30.000+0000, '2019-02-01T11:29:30.000+0000',1.4666666666666666,600,63.9558590938252,935,0.0,1.90756565119425
'12954479', 'CALCITE-1178', 'https://issues.apache.org/jira/rest/api/2/issue/12954479',2016-06-22T19:48:25.000+0000, '2016-03-30T00:36:25.000+0000',84.8,1200,79.7466283946673,317,0.0,0.551747464259471
'13186217', 'GEOMETRY-19', 'https://issues.apache.org/jira/rest/api/2/issue/13186217',2018-10-09T13:13:44.000+0000, '2018-09-20T02:01:44.000+0000',19.466666666666665,1200,27.2355836232848,256,0.0,3.70838390676713
'13117786', 'DELTASPIKE-1299', 'https://issues.apache.org/jira/rest/api/2/issue/13117786',2017-11-15T19:04:11.000+0000, '2017-11-12T14:16:11.000+0000',3.2,1200,41.8381603590775,277,0.0,2.77258844567796
'13232933', 'BVAL-174', 'https://issues.apache.org/jira/rest/api/2/issue/13232933',2019-05-17T06:06:52.000+0000, '2019-05-13T09:18:52.000+0000',3.8666666666666667,1800,43.0810694040254,2214,0.0,1.88017616833884
'13231851', 'COMPRESS-485', 'https://issues.apache.org/jira/rest/api/2/issue/13231851',2019-05-13T14:50:56.000+0000, '2019-05-06T18:02:56.000+0000',6.866666666666666,16800,106.178404294973,452,0.0,1.17726387799857
'13108632', 'FINERACT-538', 'https://issues.apache.org/jira/rest/api/2/issue/13108632',2017-12-11T09:43:10.000+0000, '2017-10-11T14:31:10.000+0000',60.8,1200,124.777709119246,258,0.0,0.937667479438871
'13288306', 'FREEMARKER-134', 'https://issues.apache.org/jira/rest/api/2/issue/13288306',2020-02-28T16:10:27.000+0000, '2020-02-28T14:34:27.000+0000',0.06666666666666667,1200,47.7875119113895,324,0.0,2.05074497667335
'13205146', 'DISPATCH-1226', 'https://issues.apache.org/jira/rest/api/2/issue/13205146',2018-12-18T22:50:03.000+0000, '2018-12-18T14:50:03.000+0000',0.3333333333333333,1200,53.8273439494867,223,0.0,1.20756469167414
'13075851', 'ARTEMIS-1194', 'https://issues.apache.org/jira/rest/api/2/issue/13075851',2017-08-06T02:03:54.000+0000, '2017-05-30T14:51:54.000+0000',67.46666666666667,5400,29.6568042682029,48,0.0,1.34876299004633
'12683145', 'ACCUMULO-1972', 'https://issues.apache.org/jira/rest/api/2/issue/12683145',2014-03-15T16:07:51.000+0000, '2013-12-06T16:07:51.000+0000',99.0,1800,62.7882471406011,558,0.0,2.32527593377569
'13269010', 'AVRO-2633', 'https://issues.apache.org/jira/rest/api/2/issue/13269010',2020-01-03T05:18:54.000+0000, '2019-11-18T08:30:54.000+0000',45.86666666666667,1800,110.912845739286,1455,0.0,1.00980187870456
'13215241', 'GEOMETRY-46', 'https://issues.apache.org/jira/rest/api/2/issue/13215241',2019-02-27T16:15:47.000+0000, '2019-02-12T13:03:47.000+0000',15.133333333333333,1200,31.8588790534204,297,0.0,1.50664434613391
'13011989', 'AMBARI-18587', 'https://issues.apache.org/jira/rest/api/2/issue/13011989',2016-10-15T16:41:01.000+0000, '2016-10-13T13:29:01.000+0000',2.1333333333333333,864000,21.4966502764616,504,0.0,3.34935904310815
'13275404', 'GOBBLIN-1008', 'https://issues.apache.org/jira/rest/api/2/issue/13275404',2019-12-19T14:06:43.000+0000, '2019-12-19T04:30:43.000+0000',0.4,3000,61.4459630040971,165,0.0,0.781174183840189
'13327498', 'ARROW-10003', 'https://issues.apache.org/jira/rest/api/2/issue/13327498',2020-09-15T09:43:41.000+0000, '2020-09-14T17:43:41.000+0000',0.6666666666666666,16200,66.7105083049437,154,0.0,1.48402406930339
'13184607', 'FLINK-10326', 'https://issues.apache.org/jira/rest/api/2/issue/13184607',2018-09-20T10:59:21.000+0000, '2018-09-12T14:11:21.000+0000',7.866666666666666,600,50.1149069633281,167,0.0,1.51651483770315
'13024358', 'CALCITE-1515', 'https://issues.apache.org/jira/rest/api/2/issue/13024358',2017-01-26T05:45:54.000+0000, '2016-11-30T08:57:54.000+0000',56.86666666666667,16800,57.1253154477867,546,0.0,1.20787079176949
'13130580', 'ARTEMIS-1604', 'https://issues.apache.org/jira/rest/api/2/issue/13130580',2018-02-10T02:29:02.000+0000, '2018-01-12T16:53:02.000+0000',28.4,53400,45.8595421020137,453,0.0,3.18363405537774
'13223430', 'CURATOR-514', 'https://issues.apache.org/jira/rest/api/2/issue/13223430',2019-06-10T11:59:59.000+0000, '2019-03-22T19:59:59.000+0000',79.66666666666667,1800,61.1434484026771,253,0.0,1.35746350865559
